"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"D82GH5ST","journalArticle","2025","Umbra, Robin; Fasbender, Ulrike","The daily relations between workplace anger, coping strategies, work outcomes, and workplace affiliation","Frontiers in Psychology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","1538914","","","16","","","","","","","","Frontiers Media SA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TZ8RWQ2R","journalArticle","2025","Ricetti, Lorenzo; Hurtado, Santiago I; Zaninelli, Pablo G; Agosta, Eduardo A","Determining the percentile threshold of daily extreme precipitation, methods evaluation","Stochastic Environmental Research and Risk Assessment","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","2887–2902","","7","39","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM47SH8M","journalArticle","2025","Lowry, Sarah A; Steele, Joshua A; Griffith, John F; Schiff, Kenneth C; Boehm, Alexandria B","Simulated gastrointestinal risk from recreational exposure to Southern California stormwater and relationship to human-associated Bacteroidales marker HF183","Environmental Science: Processes & Impacts","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","718–728","","3","27","","","","","","","","Royal Society of Chemistry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U426DJ5R","journalArticle","2025","Cotlier, Gabriel I; Miranda, Vitor FVV de; Jimenez, Juan Carlos","Characterization and Quantification of Methane Emission Plumes and Super-Emitter Detection Across North-Central Brazil Using Hyperspectral Satellite Data","Remote Sensing","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","3973","","24","17","","","","","","","","MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YAAAVSWX","journalArticle","2025","Seear, Paul J; Dowling, Henry JA; Szymańska-Lejman, Maja; Dziegielewski, Wojciech; Debilio, Simona; Franklin, F Chris H; Corbett, Kevin D; Davies, Owen R; Ziolkowski, Piotr A; Higgins, James D","SCEP3 initiates synapsis and implements crossover interference in Arabidopsis","Nature Plants","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","1–17","","","","","","","","","","","Nature Publishing Group UK London","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMJCAE62","journalArticle","2025","Paulos, Abigail P; Hilton, Stephen P; Shelden, Bridgette; Duong, Dorothea; Boehm, Alexandria B; Wolfe, Marlene K","Detection of Hemagglutinin H5 influenza A virus RNA and model of potential inputs in an urban California sewershed","Environmental Science & Technology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","16168–16179","","31","59","","","","","","","","ACS Publications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PTACC6DG","journalArticle","2025","Penconek, Marcin","Weber's Law as the emergent phenomenon of choices based on global inhibition","Frontiers in Neuroscience","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","1532069","","","19","","","","","","","","Frontiers Media SA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A2KHNBS7","journalArticle","2025","Udovicki, Bozidar; Tomic, Nikola; Radusin, Kristina; Kaludjerovic, Milica; Spirovic-Trifunovic, Bojana; Smigic, Nada; Djekic, Ilija","Cumulative dietary risk assessment of pesticide residues concerning craniofacial alterations in Serbia through fruits and vegetable intake","Food and Chemical Toxicology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","115618","","","204","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W2SGUNRD","journalArticle","2025","Carriquiry, I García; Silva, Vera; Inchausti, Pablo; Trasante, Tania; Niell, Silvina; Azziz, Gastón; Pizzarossa, A Berro; Saracho, W; Fernández, Gabriela; Geissen, Violette","Field assessment of sequential herbicide mixtures on nitrogen cycle-related functions in soybean production","Agriculture, Ecosystems & Environment","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","109339","","","379","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HV8QB4AN","journalArticle","2025","Long, Xueying; Bui, Quang; Oktavian, Grady; Schmidt, Daniel F; Bergmeir, Christoph; Godahewa, Rakshitha; Lee, Seong Per; Zhao, Kaifeng; Condylis, Paul","Scalable probabilistic forecasting in retail with gradient boosted trees: A practitioner's approach","International Journal of Production Economics","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","109449","","","279","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AXRXS5Y7","journalArticle","2025","Katz, Harrison; Savage, Erica","Slomads rising: Structural shifts in US Airbnb stay lengths during and after the pandemic (2019–2024)","Tourism and Hospitality","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","182","","4","6","","","","","","","","MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UVYKVEQF","journalArticle","2025","Camisón, Álvaro; Monteiro, Pedro; Dorado, F Javier; Sánchez-Bel, Paloma; Leitão, Frederico; Meijón, Mónica; Pinto, Gloria","Choosing the right signaling pathway: hormone responses to Phytophthora cinnamomi during compatible and incompatible interactions with chestnut (Castanea spp.)","Tree physiology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","tpaf016","","3","45","","","","","","","","Oxford University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N4FB8SCA","journalArticle","2025","Combes, Matt; Brown, Nathan; Thompson, Robin N; Mastin, Alexander; Crow, Peter; Parnell, Stephen","Unlocking plant health survey data: An approach to quantify the sensitivity and specificity of visual inspections","PLOS Computational Biology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e1012957","","11","21","","","","","","","","Public Library of Science San Francisco, CA USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5IN69LV7","journalArticle","2025","Fatulla, Pavel; Imberg, Henrik; Sterner Isaksson, Sofia; Hirsch, Irl B; Mårtensson, Johan; Liljebäck, Hanna; Heise, Tim; Lind, Marcus","Evaluating the Adequacy of Coefficient of Variation and Standard Deviation as Metrics of Glucose Variability in Type 1 Diabetes Based on Data from the GOLD and SILVER Trials","Diabetes Technology & Therapeutics","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","606–612","","8","27","","","","","","","","SAGE Publications Sage CA: Los Angeles, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBR9ABSF","journalArticle","2025","Williams, Paul Allen; Roberts, Emily K; Nguyen, Quynh-Anh; Rahmouni, Kamal","Identifying unimodal finite mixture models in data sets using distribution shifting–A novel approach","Results in engineering","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","105393","","","26","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3PWEYFL","journalArticle","2025","Winter, Silvia; Weitzl, Ricarda; Möth, Stefan; Petrović, Božana; Aurelle, Violette; Tolle, Pauline; Costes, Thomas; Richart-Cervera, Sylvie; Rusch, Adrien","Extensive vegetation management and semi-natural habitats increase plant alpha and gamma diversity in European vineyards","Basic and Applied Ecology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","98–108","","","83","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RFZG88DV","journalArticle","2025","Figueira, Tyler; Frachon, Léa; Schiestl, Florian P","Bumblebee pollination and herbivory alter genomic adaptation of plants to soil","Molecular Ecology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e17811","","13","34","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W94DCYZC","journalArticle","2025","Luna-Zuniga, E; Paz, H; Mendoza-Arroyo, W; Buckley, YM; Del-Val, E","Do native land crabs hinder forest regeneration on Socorro Island?","Journal for Nature Conservation","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","126994","","","87","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCWNXSGX","journalArticle","2025","Donhauser, Jonathan; Han, Xingguo; Doménech-Pascual, Anna; Jordaan, Karen; Casas-Ruiz, Joan Pere; Stoletov, Georgii; Ramond, Jean-Baptiste; Romaní, Anna M; Frossard, Aline; Priemé, Anders","Cross-continental soil prokaryotic traits driven by precipitation regime and land cover","Communications Earth & Environment","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","","","","","","","","","","","","Nature Publishing Group UK London","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLGTEH24","journalArticle","2025","Calbacho-Rosa, Lucia; Cunningham, Mónica; Cargnelutti, Franco; García, Carlos Fernando; Peretti, Alfredo V","Reproductive investment in spiders: how female condition and oviposition timing influence egg sac quality","Journal of Insect Physiology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","104869","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GTY4GULF","journalArticle","2025","Owen, Caitlin A; Casanovas, Paula; Schattschneider, Jessica; Dick, Grant; Walker, Seumas P; Symonds, Jane E","Comparing blood biochemistry and haematology normal ranges of Chinook salmon (Oncorhynchus tshawytscha) from different production systems","Aquaculture","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","742016","","","598","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C6JDQG6E","journalArticle","2025","Ramachandran, Advyth; Iwanaga, Caryn D; Fugate, Michael; Huxley, Jared D; Rose-Person, Annika; Amatya, Rhea; Bui, Thuy-Tien; Spasojevic, Marko J","Litter removal increases plant diversity by promoting both native and exotic forbs in heavily invaded coastal sage scrub in Southern California, USA","Restoration Ecology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e14340","","3","33","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DVRFVIC7","journalArticle","2025","Walden, Nora; Mansion, Guilhem; Schnorf, Hektor; Koch, Marcus A; Guggisberg, Alessia","Murbeckiella is dead, long live Oreophyton: origin and systematics of tribe Oreophytoneae (Brassicaceae)","Annals of Botany","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","mcaf115","","","","","","","","","","","Oxford University Press UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L4XXD7F5","journalArticle","2025","Zhao, Shi; Guo, Zihao; Wang, Kai; Sun, Shengzhi; Sun, Dayu; Wang, Weiming; He, Daihai; Chong, Marc KC; Hao, Yuantao; Yeoh, Eng-Kiong","modelSSE: an R package for characterizing infectious disease superspreading from contact tracing data","Bulletin of Mathematical Biology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","47","","4","87","","","","","","","","Springer Nature BV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UPETYNM5","journalArticle","2025","Fattar, Noor; Louni, Meriem; Buysse, Marie; Floriano, Anna Maria; Bertaux, Joanne; Cantereau, Anne; Rivero, Ana; Bruley, Marjorie; McCoy, Karen D; Delafont, Vincent; others","Evolutionary convergence of nutritional symbionts in ticks","Environmental Microbiology Reports","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e70120","","3","17","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V7VM4NKI","journalArticle","2025","Otieno, Kevin; Chaba, Linda; Omondi, Evans; Odhiambo, Collins; Omolo, Bernard","A Hierarchical Archimedean Copula (HAC) model for climatic variables: an application to Kenyan data","Frontiers in Applied Mathematics and Statistics","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","1585707","","","11","","","","","","","","Frontiers Media SA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T54P68YX","journalArticle","2025","Somsen, Elizabeth D; Septer, Kayla M; Field, Cassandra J; Patel, Devanshi R; Lowen, Anice C; Sutton, Troy C; Koelle, Katia","Quantifying viral pandemic potential from experimental transmission studies","PLoS computational biology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e1013808","","12","21","","","","","","","","Public Library of Science San Francisco, CA USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WTSWVQ7B","journalArticle","2025","Oviedo-Diego, M; Mattoni, Camilo Ivan; Palen-Pietri, Rocio; Olivero, Paola Andrea; Peretti, Alfredo Vicente","Communication via female resistance: Sexual behavioural modulation and mutual mate choice determinants in a scorpion","Animal Behaviour","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","122787","","","221","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7D2LCKBB","journalArticle","2025","Dunn, Robin; Gangrade, Aditya; Wasserman, Larry; Ramdas, Aaditya","Universal inference meets random projections: a scalable test for log-concavity","Journal of Computational and Graphical Statistics","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","267–279","","1","34","","","","","","","","Taylor & Francis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4YWU5MVT","journalArticle","2025","Tang, Xiaofeng; Chang, Chao; Li, Ming","Pyrolysis gas chromatography mass spectrometry (py-GC/MS) revealed independent effects of precipitation and temperature on diversity and molecular composition of soil organic matter","Environmental Earth Sciences","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","164","","6","84","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BM9ZVX4R","journalArticle","2025","Dorea, Chang CY; Vila, Roberto; Castro, Cecilia; Leiva, Víctor; Quintino, Felipe S","Revisiting fatigue-life distributions of Birnbaum-Saunders type: Mathematical characterization, simulation study, and applications","Applied Mathematical Modelling","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","116223","","","147","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6S2MTBCC","journalArticle","2025","Minnig, Adrian; Gosselin, Véronique Bernier; Griss, Silja; Schüpbach-Regula, Gertraud; Meylan, Mireille; Schnidrig, Guy-Alain; Thomann, Beat","Associations between animal health indicators, antimicrobial use, and antimicrobial resistance on Swiss dairy farms","Preventive Veterinary Medicine","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","106688","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IY7EYH64","journalArticle","2025","Hurtado-Pidal, Jorge; Aguayo, Mauricio; Link, Oscar; Valencia, Bryan G; Frances, Felix","Setting priorities for floods mitigation through forest restoration: The threshold elevation hypothesis","Journal of Environmental Management","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","123500","","","373","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KLDYAV2H","journalArticle","2025","Herbort, Oliver; Krause, Lisa-Marie; Raßbach, Philipp; Kunde, Wilfried","How pointing informs visual search.","Journal of Experimental Psychology: Human Perception and Performance","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","","","","","","","","","","","","American Psychological Association","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43AN6I7P","journalArticle","2025","Cooper, Tamsin M; Green, Lydia; Setyawan, Edy; Erdmann, Mark; Duffy, Clinton AJ; Constantine, Rochelle; Della Penna, Alice","Movement ecology and foraging behaviours of oceanic manta rays Mobula birostris in the coastal waters of Aotearoa, New Zealand","Royal Society Open Science","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","1–16","","12","12","","","","","","","","The Royal Society Publishing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F44AZBCQ","journalArticle","2025","Gamrath, Gabriela Nadine; von der Lippe, Moritz; Buchholz, Sascha","Fluttering in a changing world: Effects of urbanization and nectar plants on butterfly movement patterns","Ecology and Evolution","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e71785","","8","15","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBX7F6FV","journalArticle","2025","Henriques, Valentina; Moyano-Palazuelo, David; Alonso-Pascual, Maria Teresa; Pazos, Manuel; Devos, Damien P; Rivas-Marin, Elena","Verrucomicrobium spinosum essential genome and the divergence of cell division in the PVC superphylum","Iscience","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","","","8","28","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PBKGYEXS","journalArticle","2025","Nimmo, Victoria; Brar, Gurcharn S; Martin, Adam R; Isaac, Marney E","Interacting effects of crop domestication and soil resources on leaf and root functional traits","Planta","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","75","","4","261","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YJQDU5X7","journalArticle","2025","Novato, Thiago da Silva; Albuquerque, Ulysses Paulino de; Campos, Juliana Loureiro de Almeida; Soldati, Gustavo Taboada","Assessment of demographic sustainability of Comanthera elegans under traditional management in the Brazilian savanna","Conservation Biology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e70028","","3","39","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6SK7WKU","journalArticle","2025","Talbert, Marian; Feuka, Abigail; Miller, Ryan S; Pepin, Kim; Zipperer, Lara","Determinants of variation in epidemiological parameters for African Swine Fever virus","Preventive Veterinary Medicine","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","106758","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HH2Z4QIY","journalArticle","2025","Baranger, David AA; Gorelik, Aaron J; Paul, Sarah E; Hatoum, Alexander S; Dosenbach, Nico; Bogdan, Ryan","Enhancing task fMRI individual difference research with neural signatures","MedRxiv","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UVDSGB2P","journalArticle","2025","Murray, Christopher M; Coleman, Tyler Steven; Gabel, Wray; Krauss, Ken W","American alligators (Alligator mississippiensis) as wetland ecosystem carbon stock regulators","Scientific Reports","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","3423","","1","15","","","","","","","","Nature Publishing Group UK London","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FN8CPLX8","journalArticle","2025","Crank, Katherine C; Clements, Emily; Barber, Casey; Papp, Katerina; Gerrity, Daniel","Risk of gastrointestinal illness due to Campylobacter exposure in urban waterways for unsheltered persons experiencing homelessness","Water Research","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","123773","","","282","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PGVNDNDL","journalArticle","2025","Brückner, Lotte; Xu, Robin; Tang, Jun; Herrmann, Alexander; Wong, Ivy Tsz-Lo; Zhang, Shu; Tu, Fengyu; Pilon, Madison; Kukalev, Alexander; Pardon, Katharina; others","Oncogene silencing via ecDNA micronucleation","bioRxiv","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZE22ZLUH","journalArticle","2025","Doraisami, Mahendra; Thomas, Sean C; Gorgolewski, Adam S; Martin, Adam R","The importance of the volatile carbon fraction in estimating deadwood carbon concentrations","Forest Ecology and Management","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","122555","","","581","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VLBSP8XV","journalArticle","2025","Hammer, Tracey L; Bize, Pierre; Gineste, Benoit; Robin, Jean-Patrice; Groscolas, René; Viblanc, Vincent A","Life history stage effects on alert and flight initiation distances in king penguins (Aptenodytes patagonicus)","Behavioural processes","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","105166","","","226","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E3ZLKS2Z","journalArticle","2025","Castillo, Silvio Eugenio; Aragón, Roxana; Chacoff, Natacha","Assessment of pollen limitation and pollinators' contribution in soybean (Glycine max)","Plants","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","2964","","19","14","","","","","","","","MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8X7CAMY6","journalArticle","2025","Aranibar, Julieta; Molina, Julieta Arco; Neme, Gustavo; Roig, Fidel; Cabral, Diego; Quiroga, Gisela; Dauverné, Armando; Álvarez, Leandro; Gil, Adolfo","Stable isotope composition (C and N) of vegetation in subtropical Andes: Piedmont `anomaly'and its implications for paleo (ecology) and human diet reconstruction","Environmental Archaeology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","289–302","","3","30","","","","","","","","Taylor & Francis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IE6GIAFW","journalArticle","2025","Quispe-Melgar, Harold Rusbelth; Huayta-Hinojosa, L David; Llacua-Tineo, Yashira Stefani; Ames-Martínez, Fressia N; Lagones Poma, Katherine L; Ticse-Otarola, Ginette; Tomazello-Filho, Mario; Renison, Daniel","Evaluating the performance of Polylepis incana seeds: reassessing their potential for restoration and conservation of high Andean forests","Restoration Ecology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e14276","","1","33","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YZYVI7VT","journalArticle","2025","de Almeida Souza, Allan H; Pott, Arnildo; Bao, Francielli; Damasceno-Junior, Geraldo Alves","Diversity Patterns of Tree Communities Across Multiple Flood Gradients With Separate Fire Histories: Unveiling Patterns in a Wetland Ecosystem","Journal of Vegetation Science","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e70044","","3","36","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GKMXB978","journalArticle","2025","Rodríguez-Ruiz, Joel; Martínez-Calvo, Adela; Pérez-Cruzado, César","Designing circular fixed-area plots in large-scale forest inventories: effect of horizontal distance measurement uncertainty and tree position pattern","Canadian Journal of Forest Research","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","1–14","","","55","","","","","","","","Canadian Science Publishing 123 Slater Street, Suite 610, Ottawa, Ontario łdots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XI2PKMA5","journalArticle","2025","López, Victoria Lien; Pastur, Guillermo Martínez; Cellini, Juan Manuel; others","Forest and shrubland structure of Polylepis tarapacana in topographic and substrate gradients across the Argentine Altiplano","New Zealand Journal of Forestry Science","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","","","","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6UFRUAN","journalArticle","2025","Pakull, Birte; Degen, Bernd; Schroeder, Hilke; Riedel, Thomas; Mader, Malte; Liesebach, Heike; Hoffmann, Petra; Hoppe, Susanne; Eusemann, Pascal","Hybridization, spatial genetic structure and potential environmental preadaptation in Quercus robur and Quercus petraea in Germany–results from the 4th National Forest Inventory","Tree Genetics & Genomes","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","11","","2","21","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"778IHFWU","journalArticle","2025","Brock, Kelsey C; Daehler, Curtis C","Time Lags in Biodiversity Data Processing Create the Illusion of an Invasion Slowdown","Global Ecology and Biogeography","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e70168","","12","34","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
